(5000, 14)
(4999, 13)
(4998, 14)
(4997, 12)
(4996, 13)
(4995, 14)
(4994, 11)
(4993, 13)
(4992, 12)
(4991, 13)
(4990, 10)
(4989, 14)
(4988, 13)
(4987, 14)
(4986, 12)
(4985, 14)
(4984, 13)
(4983, 11)
(4982, 14)
(4981, 13)
(4980, 15)
(4979, 14)
(4978, 12)
(4977, 14)
(4976, 13)
(4975, 14)
(4974, 6)
(4973, 14)
(4972, 13)
(4971, 12)
(4970, 15)
(4969, 14)
(4968, 13)
(4967, 15)
(4966, 14)
(4965, 15)
(4964, 11)
(4963, 13)
(4962, 14)
(4961, 12)
(4960, 14)
(4959, 13)
(4958, 14)
(4957, 15)
(4956, 10)
(4955, 14)
(4954, 13)
(4953, 14)
(4952, 12)
(4951, 13)
