

Ponta: 
(5767, 4)
(3802, 13)
(3098, 6)
(5411, 14)
(957, 5)
(4211, 14)
(6465, 2)
(3695, 13)
(4252, 1)
(7029, 15)
(5134, 3)
(3916, 14)
(1286, 3)
(5354, 13)
(7978, 3)
(6901, 14)
(9351, 11)
(6290, 14)
(1436, 8)
(4272, 14)
(629, 11)
(8167, 14)
(2306, 2)
(3047, 14)
(9953, 11)
(996, 14)
(4989, 13)
(5851, 14)
(6122, 8)
(2725, 15)
(5587, 13)
(1551, 13)
(6507, 8)
(3414, 13)
(9444, 5)
(992, 14)
(638, 4)
(2880, 14)
(1647, 9)
(7736, 13)
(7357, 4)
(9852, 15)
(5770, 12)
(7085, 15)
(4836, 7)
(3273, 13)
(3746, 4)
(9270, 14)
(3005, 4)
(2474, 14)
(6651, 8)


Meio à esquerda: 
(1650, 11)
(7315, 13)
(6147, 11)
(5931, 13)
(958, 13)
(8512, 14)
(7434, 14)
(9640, 14)
(1087, 13)
(8582, 12)
(7817, 11)
(9884, 14)
(1678, 12)
(9894, 13)
(4061, 13)
(30, 13)
(1727, 12)
(3842, 12)
(9551, 13)
(8107, 13)
(4774, 14)
(4271, 12)
(258, 14)
(4757, 10)
(1990, 11)
(2135, 11)
(1265, 13)
(429, 14)
(2731, 13)
(1906, 13)
(3056, 13)
(8373, 13)
(119, 13)
(1903, 12)
(4993, 11)
(8229, 12)
(2762, 14)
(3772, 12)
(4749, 13)
(5604, 13)
(5695, 14)
(7807, 11)
(2651, 13)
(9562, 14)
(9661, 15)
(6451, 13)
(3228, 13)
(9946, 14)
(5746, 14)
(6938, 15)
(1940, 11)


Meio à direita: 
(8546, 13)
(9200, 14)
(3405, 9)
(6353, 14)
(4938, 13)
(6185, 11)
(103, 12)
(7457, 13)
(827, 11)
(3125, 9)
(2635, 14)
(4110, 12)
(6077, 14)
(8818, 14)
(2121, 14)
(3156, 12)
(3932, 11)
(3924, 12)
(1967, 12)
(1134, 13)
(3706, 12)
(4854, 13)
(4360, 13)
(5554, 13)
(7914, 13)
(3247, 13)
(3521, 13)
(68, 12)
(9928, 13)
(2705, 11)
(2129, 12)
(7610, 12)
(6430, 12)
(4197, 13)
(2495, 13)
(2885, 12)
(3960, 13)
(5815, 12)
(4396, 13)
(626, 12)
(9897, 13)
(4337, 12)
(5761, 10)
(935, 14)
(8769, 11)
(4345, 13)
(4075, 11)
(883, 12)
(3925, 13)
(3954, 12)
(20, 12)
